LevelDB:    version 1.23
Date:       Thu Jul 30 08:18:54 2026
CPU:        32 * 13th Gen Intel(R) Core(TM) i9-13980HX
CPUCache:   36864 KB
... finished 100 ops                              
... finished 200 ops                              
... finished 300 ops                              
... finished 400 ops                              
long op: 51399.0 micros                              
long op: 25500.0 micros                              
long op: 28614.0 micros                              
long op: 61091.0 micros                              
long op: 24581.0 micros                              
long op: 30882.0 micros                              
long op: 20007.0 micros                              
long op: 22805.0 micros                              
long op: 28813.0 micros                              
long op: 37758.0 micros                              
long op: 21353.0 micros                              
long op: 20205.0 micros                              
long op: 24921.0 micros                              
long op: 29073.0 micros                              
long op: 23014.0 micros                              
long op: 31915.0 micros                              
long op: 23689.0 micros                              
long op: 31229.0 micros                              
long op: 39417.0 micros                              
long op: 33966.0 micros                              
long op: 29802.0 micros                              
long op: 23929.0 micros                              
long op: 23642.0 micros                              
long op: 20045.0 micros                              
long op: 20450.0 micros                              
long op: 33673.0 micros                              
long op: 21909.0 micros                              
long op: 28925.0 micros                              
long op: 20711.0 micros                              
long op: 31500.0 micros                              
long op: 38298.0 micros                              
long op: 22725.0 micros                              
long op: 28057.0 micros                              
long op: 39532.0 micros                              
long op: 21947.0 micros                              
long op: 25304.0 micros                              
long op: 21709.0 micros                              
long op: 26441.0 micros                              
long op: 2939354.0 micros                              
long op: 25084.0 micros                              
long op: 29915.0 micros                              
long op: 22333.0 micros                              
long op: 25386.0 micros                              
long op: 32896.0 micros                              
long op: 84506.0 micros                              
long op: 22596.0 micros                              
long op: 27108.0 micros                              
long op: 24764.0 micros                              
long op: 24331.0 micros                              
long op: 21820.0 micros                              
long op: 21622.0 micros                              
long op: 32632.0 micros                              
long op: 30473.0 micros                              
long op: 6756839.0 micros                              
long op: 32466.0 micros                              
long op: 21835.0 micros                              
long op: 513529.0 micros                              
long op: 43617.0 micros                              
long op: 20069.0 micros                              
long op: 40951.0 micros                              
long op: 28266.0 micros                              
long op: 22211.0 micros                              
long op: 22256.0 micros                              
long op: 21152.0 micros                              
long op: 22701.0 micros                              
long op: 30148.0 micros                              
long op: 21060.0 micros                              
long op: 33918.0 micros                              
long op: 27097.0 micros                              
long op: 26938.0 micros                              
long op: 22725.0 micros                              
long op: 22779.0 micros                              
long op: 25907.0 micros                              
long op: 22755.0 micros                              
long op: 28273.0 micros                              
long op: 22176.0 micros                              
long op: 20413.0 micros                              
long op: 20542.0 micros                              
long op: 23747.0 micros                              
long op: 20993.0 micros                              
long op: 22136.0 micros                              
long op: 72650.0 micros                              
long op: 31023.0 micros                              
long op: 35515.0 micros                              
long op: 20688.0 micros                              
long op: 23986.0 micros                              
long op: 32157.0 micros                              
long op: 109240.0 micros                              
long op: 35147.0 micros                              
long op: 21591.0 micros                              
long op: 2942040.0 micros                              
long op: 27235.0 micros                              
long op: 23354.0 micros                              
long op: 31084.0 micros                              
long op: 38766.0 micros                              
long op: 20112.0 micros                              
long op: 42050.0 micros                              
long op: 44266.0 micros                              
long op: 45999.0 micros                              
long op: 45666.0 micros                              
long op: 30863.0 micros                              
long op: 22799.0 micros                              
long op: 25475.0 micros                              
long op: 26923.0 micros                              
long op: 34421.0 micros                              
long op: 20539.0 micros                              
long op: 32446.0 micros                              
long op: 25347.0 micros                              
long op: 28780.0 micros                              
long op: 23545.0 micros                              
long op: 176822.0 micros                              
long op: 20929.0 micros                              
long op: 2949718.0 micros                              
long op: 34627.0 micros                              
long op: 31429.0 micros                              
long op: 26322.0 micros                              
long op: 20320.0 micros                              
... finished 900000 ops                              
long op: 23469.0 micros                              
long op: 21562.0 micros                              
long op: 55615.0 micros                              
long op: 25971.0 micros                              
long op: 21897.0 micros                              
long op: 21227.0 micros                              
long op: 28973.0 micros                              
long op: 25284.0 micros                              
long op: 29774.0 micros                              
long op: 32071.0 micros                              
long op: 34226.0 micros                              
long op: 30197.0 micros                              
long op: 24620.0 micros                              
long op: 24054.0 micros                              
long op: 24229.0 micros                              
long op: 23138.0 micros                              
long op: 49664.0 micros                              
long op: 20283.0 micros                              
long op: 36124.0 micros                              
long op: 21864.0 micros                              
long op: 30824.0 micros                              
long op: 20102.0 micros                              
long op: 20409.0 micros                              
long op: 27263.0 micros                              
long op: 35376.0 micros                              
long op: 31441.0 micros                              
long op: 23409.0 micros                              
long op: 25111.0 micros                              
long op: 94352.0 micros                              
long op: 21431.0 micros                              
long op: 22748.0 micros                              
long op: 29279.0 micros                              
long op: 29373.0 micros                              
long op: 20962.0 micros                              
long op: 22121.0 micros                              
long op: 27887.0 micros                              
long op: 31390.0 micros                              
long op: 23779.0 micros                              
long op: 25296.0 micros                              
long op: 21009.0 micros                              
long op: 23175.0 micros                              
long op: 25791.0 micros                              
long op: 60676.0 micros                              
long op: 118111.0 micros                              
long op: 21591.0 micros                              
long op: 30987.0 micros                              
long op: 29110.0 micros                              
long op: 21591.0 micros                              
long op: 96587.0 micros                              
long op: 22098.0 micros                              
long op: 2919136.0 micros                              
long op: 29753.0 micros                              
long op: 20505.0 micros                              
long op: 21957.0 micros                              
long op: 27241.0 micros                              
long op: 21030.0 micros                              
long op: 23853.0 micros                              
long op: 23181.0 micros                              
long op: 3833734.0 micros                              
long op: 31337.0 micros                              
long op: 26293.0 micros                              
long op: 28421.0 micros                              
long op: 28726.0 micros                              
long op: 2933731.0 micros                              
long op: 33685.0 micros                              
long op: 31600.0 micros                              
long op: 25527.0 micros                              
long op: 27565.0 micros                              
long op: 33054.0 micros                              
long op: 24840.0 micros                              
long op: 24105.0 micros                              
long op: 31893.0 micros                              
long op: 20794.0 micros                              
long op: 22336.0 micros                              
long op: 23167.0 micros                              
long op: 28272.0 micros                              
long op: 31599.0 micros                              
long op: 31321.0 micros                              
long op: 21272.0 micros                              
long op: 842028.0 micros                              
long op: 26210.0 micros                              
long op: 40806.0 micros                              
long op: 50604.0 micros                              
long op: 23885.0 micros                              
long op: 22129.0 micros                              
long op: 40674.0 micros                              
long op: 88104.0 micros                              
long op: 20181.0 micros                              
long op: 41405.0 micros                              
long op: 27342.0 micros                              
long op: 29747.0 micros                              
long op: 28234.0 micros                              
long op: 31087.0 micros                              
long op: 22099.0 micros                              
long op: 33152.0 micros                              
long op: 22032.0 micros                              
long op: 29358.0 micros                              
long op: 24395.0 micros                              
long op: 2935245.0 micros                              
long op: 23371.0 micros                              
long op: 20653.0 micros                              
long op: 68052.0 micros                              
long op: 2935344.0 micros                              
long op: 3636021.0 micros                              
long op: 58361.0 micros                              
long op: 21936.0 micros                              
long op: 26129.0 micros                              
long op: 39189.0 micros                              
long op: 66411.0 micros                              
long op: 62696.0 micros                              
long op: 20070.0 micros                              
long op: 2933657.0 micros                              
long op: 43216.0 micros                              
long op: 125012.0 micros                              
long op: 110615.0 micros                              
long op: 21810.0 micros                              
long op: 30192.0 micros                              
long op: 24517.0 micros                              
long op: 108005.0 micros                              
long op: 23672.0 micros                              
long op: 61389.0 micros                              
long op: 31039.0 micros                              
long op: 42086.0 micros                              
long op: 30096.0 micros                              
long op: 52385.0 micros                              
long op: 20500.0 micros                              
long op: 2933439.0 micros                              
long op: 38069.0 micros                              
long op: 22574.0 micros                              
long op: 21439.0 micros                              
long op: 28263.0 micros                              
long op: 30201.0 micros                              
long op: 116408.0 micros                              
long op: 23327.0 micros                              
long op: 21278.0 micros                              
long op: 36262.0 micros                              
long op: 29652.0 micros                              
long op: 38647.0 micros                              
long op: 29220.0 micros                              
long op: 39210.0 micros                              
long op: 32037.0 micros                              
long op: 32412.0 micros                              
long op: 29342.0 micros                              
long op: 25681.0 micros                              
long op: 31950.0 micros                              
long op: 32734.0 micros                              
long op: 29829.0 micros                              
long op: 32510.0 micros                              
long op: 32651.0 micros                              
long op: 20035.0 micros                              
long op: 22148.0 micros                              
long op: 26829.0 micros                              
long op: 30204.0 micros                              
long op: 37271.0 micros                              
long op: 29992.0 micros                              
long op: 20712.0 micros                              
long op: 32296.0 micros                              
long op: 23815.0 micros                              
long op: 20542.0 micros                              
long op: 22915.0 micros                              
long op: 27271.0 micros                              
long op: 24248.0 micros                              
long op: 21519.0 micros                              
long op: 24767.0 micros                              
long op: 25562.0 micros                              
long op: 27094.0 micros                              
long op: 32166.0 micros                              
long op: 39626.0 micros                              
long op: 39210.0 micros                              
long op: 36874.0 micros                              
long op: 29501.0 micros                              
long op: 58609.0 micros                              
long op: 35486.0 micros                              
long op: 132317.0 micros                              
long op: 36259.0 micros                              
long op: 25506.0 micros                              
long op: 23904.0 micros                              
long op: 26053.0 micros                              
long op: 30786.0 micros                              
long op: 20359.0 micros                              
long op: 28795.0 micros                              
long op: 30441.0 micros                              
long op: 33037.0 micros                              
long op: 30538.0 micros                              
long op: 28199.0 micros                              
long op: 23183.0 micros                              
long op: 21506.0 micros                              
long op: 28380.0 micros                              
long op: 34786.0 micros                              
long op: 28803.0 micros                              
long op: 24337.0 micros                              
long op: 20322.0 micros                              
long op: 27754.0 micros                              
long op: 26576.0 micros                              
long op: 31102.0 micros                              
long op: 20932.0 micros                              
long op: 20129.0 micros                              
long op: 37584.0 micros                              
long op: 28761.0 micros                              
long op: 2935217.0 micros                              
long op: 26267.0 micros                              
long op: 30726.0 micros                              
long op: 22356.0 micros                              
long op: 23080.0 micros                              
long op: 27376.0 micros                              
long op: 21955.0 micros                              
long op: 39684.0 micros                              
long op: 26685.0 micros                              
long op: 27039.0 micros                              
long op: 29713.0 micros                              
long op: 30507.0 micros                              
long op: 28858.0 micros                              
long op: 137056.0 micros                              
long op: 39896.0 micros                              
long op: 24974.0 micros                              
long op: 32334.0 micros                              
long op: 32577.0 micros                              
long op: 42157.0 micros                              
long op: 27778.0 micros                              
long op: 32245.0 micros                              
long op: 22787.0 micros                              
long op: 35032.0 micros                              
long op: 23759.0 micros                              
long op: 33546.0 micros                              
long op: 28196.0 micros                              
long op: 33527.0 micros                              
long op: 25667.0 micros                              
long op: 22025.0 micros                              
long op: 33785.0 micros                              
long op: 21273.0 micros                              
long op: 29896.0 micros                              
long op: 44215.0 micros                              
long op: 20304.0 micros                              
long op: 41121.0 micros                              
long op: 20059.0 micros                              
long op: 23198.0 micros                              
long op: 28291.0 micros                              
long op: 94025.0 micros                              
long op: 21452.0 micros                              
long op: 27922.0 micros                              
long op: 22409.0 micros                              
long op: 32709.0 micros                              
long op: 29196.0 micros                              
long op: 24627.0 micros                              
long op: 20185.0 micros                              
long op: 37366.0 micros                              
long op: 25152.0 micros                              
long op: 32057.0 micros                              
long op: 22522.0 micros                              
long op: 32117.0 micros                              
long op: 22693.0 micros                              
long op: 35180.0 micros                              
long op: 34279.0 micros                              
long op: 27794.0 micros                              
long op: 27843.0 micros                              
long op: 29547.0 micros                              
long op: 30172.0 micros                              
long op: 22687.0 micros                              
long op: 22672.0 micros                              
long op: 66808.0 micros                              
long op: 31340.0 micros                              
long op: 33044.0 micros                              
... finished 1000000 ops                              
Keys:       16 bytes each
Values:     1024 bytes each (1024 bytes after compression)
Entries:    1000000
RawSize:    991.8 MB (estimated)
FileSize:   991.8 MB (estimated)
------------------------------------------------
fillrandom   :    2087.197 micros/op;    0.5 MB/s
Microseconds per op:
Count: 1000000  Average: 2087.1911  StdDev: 134442.10
Min: 39.0000  Median: 1090.9231  Max: 90176404.0000
------------------------------------------------------
[      35,      40 )       1   0.000%   0.000% 
[      40,      45 )     185   0.019%   0.019% 
[      45,      50 )    7518   0.752%   0.770% 
[      50,      60 )   26817   2.682%   3.452% #
[      60,      70 )   32156   3.216%   6.668% #
[      70,      80 )   32164   3.216%   9.884% #
[      80,      90 )   29514   2.951%  12.836% #
[      90,     100 )   23332   2.333%  15.169% 
[     100,     120 )   32873   3.287%  18.456% #
[     120,     140 )   24683   2.468%  20.924% 
[     140,     160 )   19776   1.978%  22.902% 
[     160,     180 )   20042   2.004%  24.906% 
[     180,     200 )   21256   2.126%  27.032% 
[     200,     250 )   45827   4.583%  31.614% #
[     250,     300 )   31614   3.161%  34.776% #
[     300,     350 )   23108   2.311%  37.087% 
[     350,     400 )   16844   1.684%  38.771% 
[     400,     450 )   13752   1.375%  40.146% 
[     450,     500 )   12130   1.213%  41.359% 
[     500,     600 )   20274   2.027%  43.387% 
[     600,     700 )   16022   1.602%  44.989% 
[     700,     800 )   13481   1.348%  46.337% 
[     800,     900 )   12144   1.214%  47.551% 
[     900,    1000 )   10373   1.037%  48.589% 
[    1000,    1200 )   31046   3.105%  51.693% #
[    1200,    1400 )   61285   6.129%  57.822% #
[    1400,    1600 )   52914   5.291%  63.113% #
[    1600,    1800 )   42037   4.204%  67.317% #
[    1800,    2000 )   37990   3.799%  71.116% #
[    2000,    2500 )   66463   6.646%  77.762% #
[    2500,    3000 )   52526   5.253%  83.015% #
[    3000,    3500 )   42608   4.261%  87.276% #
[    3500,    4000 )   47515   4.752%  92.027% #
[    4000,    4500 )   19166   1.917%  93.944% 
[    4500,    5000 )   11938   1.194%  95.137% 
[    5000,    6000 )   18873   1.887%  97.025% 
[    6000,    7000 )    9512   0.951%  97.976% 
[    7000,    8000 )    6730   0.673%  98.649% 
[    8000,    9000 )    3131   0.313%  98.962% 
[    9000,   10000 )    2207   0.221%  99.183% 
[   10000,   12000 )    2642   0.264%  99.447% 
[   12000,   14000 )    1842   0.184%  99.631% 
[   14000,   16000 )    1442   0.144%  99.775% 
[   16000,   18000 )     592   0.059%  99.835% 
[   18000,   20000 )     329   0.033%  99.867% 
[   20000,   25000 )     478   0.048%  99.915% 
[   25000,   30000 )     313   0.031%  99.947% 
[   30000,   35000 )     189   0.019%  99.965% 
[   35000,   40000 )      85   0.009%  99.974% 
[   40000,   45000 )      49   0.005%  99.979% 
[   45000,   50000 )      24   0.002%  99.981% 
[   50000,   60000 )      36   0.004%  99.985% 
[   60000,   70000 )      22   0.002%  99.987% 
[   70000,   80000 )      16   0.002%  99.989% 
[   80000,   90000 )       9   0.001%  99.990% 
[   90000,  100000 )      10   0.001%  99.991% 
[  100000,  120000 )      17   0.002%  99.992% 
[  120000,  140000 )       7   0.001%  99.993% 
[  140000,  160000 )       2   0.000%  99.993% 
[  160000,  180000 )       1   0.000%  99.993% 
[  180000,  200000 )       1   0.000%  99.993% 
[  200000,  250000 )       1   0.000%  99.993% 
[  350000,  400000 )       1   0.000%  99.994% 
[  500000,  600000 )       2   0.000%  99.994% 
[  700000,  800000 )       1   0.000%  99.994% 
[  800000,  900000 )       3   0.000%  99.994% 
[ 1000000, 1200000 )       1   0.000%  99.994% 
[ 2000000, 2500000 )       1   0.000%  99.994% 
[ 2500000, 3000000 )      28   0.003%  99.997% 
[ 3000000, 3500000 )       1   0.000%  99.997% 
[ 3500000, 4000000 )      17   0.002%  99.999% 
[ 4000000, 4500000 )       1   0.000%  99.999% 
[ 5000000, 6000000 )       1   0.000%  99.999% 
[ 6000000, 7000000 )       1   0.000%  99.999% 
[ 16000000, 18000000 )       3   0.000% 100.000% 
[ 30000000, 35000000 )       2   0.000% 100.000% 
[ 40000000, 45000000 )       1   0.000% 100.000% 
[ 60000000, 70000000 )       1   0.000% 100.000% 
[ 90000000, 100000000 )       1   0.000% 100.000% 

